[4/20][550/1583]	Loss_D: 0.7567	Loss_G: 3.7303	D(x): 0.8429	D(G(z)): 0.3865 / 0.0349
[4/20][600/1583]	Loss_D: 1.5312	Loss_G: 0.7250	D(x): 0.3060	D(G(z)): 0.0907 / 0.5382
[4/20][650/1583]	Loss_D: 0.6988	Loss_G: 1.7624	D(x): 0.6663	D(G(z)): 0.1877 / 0.1983
[4/20][700/1583]	Loss_D: 0.8311	Loss_G: 1.2451	D(x): 0.5260	D(G(z)): 0.0829 / 0.3324
[4/20][750/1583]	Loss_D: 0.5711	Loss_G: 3.1115	D(x): 0.8493	D(G(z)): 0.3042 / 0.0595
[4/20][800/1583]	Loss_D: 1.1100	Loss_G: 4.4584	D(x): 0.8887	D(G(z)): 0.5669 / 0.0188
[4/20][850/1583]	Loss_D: 0.5267	Loss_G: 2.1274	D(x): 0.7179	D(G(z)): 0.1415 / 0.1486
[4/20][900/1583]	Loss_D: 0.5914	Loss_G: 2.0550	D(x): 0.6169	D(G(z)): 0.0483 / 0.1606
[4/20][950/1583]	Loss_D: 1.0929	Loss_G: 0.4325	D(x): 0.4423	D(G(z)): 0.0881 / 0.7000
[4/20][1000/1583]	Loss_D: 0.5118	Loss_G: 2.7616	D(x): 0.8398	D(G(z)): 0.2630 / 0.0816
[4/20][1050/1583]	Loss_D: 0.6636	Loss_G: 2.9563	D(x): 0.8894	D(G(z)): 0.3815 / 0.0659
[4/20][1100/1583]	Loss_D: 0.6699	Loss_G: 1.8942	D(x): 0.5924	D(G(z)): 0.0478 / 0.2061
[4/20][1150/1583]	Loss_D: 0.6578	Loss_G: 2.1266	D(x): 0.6847	D(G(z)): 0.1893 / 0.1532
[4/20][1200/1583]	Loss_D: 0.5518	Loss_G: 2.7328	D(x): 0.8253	D(G(z)): 0.2669 / 0.0830
[4/20][1250/1583]	Loss_D: 0.4385	Loss_G: 2.6704	D(x): 0.7839	D(G(z)): 0.1466 / 0.0957
[4/20][1300/1583]	Loss_D: 0.7978	Loss_G: 2.0047	D(x): 0.5265	D(G(z)): 0.0443 / 0.1884
[4/20][1350/1583]	Loss_D: 0.4466	Loss_G: 2.9312	D(x): 0.8677	D(G(z)): 0.2303 / 0.0716
[4/20][1400/1583]	Loss_D: 0.6102	Loss_G: 2.5973	D(x): 0.7873	D(G(z)): 0.2686 / 0.0991
[4/20][1450/1583]	Loss_D: 0.5573	Loss_G: 3.3034	D(x): 0.8747	D(G(z)): 0.3128 / 0.0479
[4/20][1500/1583]	Loss_D: 0.6041	Loss_G: 3.4478	D(x): 0.8848	D(G(z)): 0.3478 / 0.0427
[4/20][1550/1583]	Loss_D: 1.0154	Loss_G: 3.0544	D(x): 0.7761	D(G(z)): 0.4648 / 0.0722
[5/20][0/1583]	Loss_D: 0.6466	Loss_G: 1.1798	D(x): 0.6238	D(G(z)): 0.1095 / 0.3574
[5/20][50/1583]	Loss_D: 0.5886	Loss_G: 2.9360	D(x): 0.8449	D(G(z)): 0.3112 / 0.0701
[5/20][100/1583]	Loss_D: 0.4914	Loss_G: 2.2666	D(x): 0.7808	D(G(z)): 0.1896 / 0.1275
[5/20][150/1583]	Loss_D: 1.6507	Loss_G: 5.2574	D(x): 0.9877	D(G(z)): 0.7331 / 0.0109
[5/20][200/1583]	Loss_D: 1.3914	Loss_G: 0.4032	D(x): 0.3001	D(G(z)): 0.0220 / 0.7146
[5/20][250/1583]	Loss_D: 0.4688	Loss_G: 2.8897	D(x): 0.8750	D(G(z)): 0.2580 / 0.0696
[5/20][300/1583]	Loss_D: 1.5964	Loss_G: 1.2895	D(x): 0.2881	D(G(z)): 0.0395 / 0.3549
[5/20][350/1583]	Loss_D: 0.7152	Loss_G: 1.6651	D(x): 0.5628	D(G(z)): 0.0538 / 0.2397
[5/20][400/1583]	Loss_D: 0.9095	Loss_G: 5.8089	D(x): 0.9199	D(G(z)): 0.5188 / 0.0047
[5/20][450/1583]	Loss_D: 0.4685	Loss_G: 1.9017	D(x): 0.7475	D(G(z)): 0.1278 / 0.1779
[5/20][500/1583]	Loss_D: 0.4973	Loss_G: 2.0201	D(x): 0.7847	D(G(z)): 0.1918 / 0.1649
[5/20][550/1583]	Loss_D: 0.2986	Loss_G: 2.8033	D(x): 0.8527	D(G(z)): 0.1154 / 0.0803
[5/20][600/1583]	Loss_D: 0.6058	Loss_G: 1.7171	D(x): 0.7375	D(G(z)): 0.2080 / 0.2265
[5/20][650/1583]	Loss_D: 1.3050	Loss_G: 1.4406	D(x): 0.3533	D(G(z)): 0.0466 / 0.3008
[5/20][700/1583]	Loss_D: 0.5190	Loss_G: 3.0604	D(x): 0.8596	D(G(z)): 0.2774 / 0.0617
[5/20][750/1583]	Loss_D: 0.7605	Loss_G: 2.2011	D(x): 0.6386	D(G(z)): 0.1787 / 0.1613
[5/20][800/1583]	Loss_D: 0.4458	Loss_G: 2.4642	D(x): 0.7906	D(G(z)): 0.1627 / 0.1143
[5/20][850/1583]	Loss_D: 0.4293	Loss_G: 2.3978	D(x): 0.8184	D(G(z)): 0.1739 / 0.1218
